accountNumber,accountName,itemNumber,itemDescription,itemPack,itemSize,itemLabel,itemWeight,RandomWeight,itemCost,itemCaseCost,caseQuantity,totalSales,payeeNumber,payeeName,Food Show Year
302872,CAMP CHAMPIONS TX-MARBLE FALLS,8878553,READY TO PULL CHICKN 60W/40D,1,10 LB,TYSON,10.55,N,27,27,1,27,105333,"TYSON FOODS, INC.",2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,8878553,READY TO PULL CHICKN 60W/40D,1,10 LB,TYSON,10.55,N,27,27,5,135,105333,"TYSON FOODS, INC.",2016
431,TEX-BEST/EL TIGRE-LA LOMITA INC.,8881039,TURKEY DRUMS SMOKED 16-20 OZ,1,30 LB,CARLS,31,N,52.5,52.5,32,1680,200200,"EDDY PACKING CO., INC.",2016
476,STRIPES SSP PARTNERS,8881039,TURKEY DRUMS SMOKED 16-20 OZ,1,30 LB,CARLS,31,N,52.5,52.5,268,14070,200200,"EDDY PACKING CO., INC.",2016
103144,CAMP RIO VISTA,8881039,TURKEY DRUMS SMOKED 16-20 OZ,1,30 LB,CARLS,31,N,52.5,52.5,2,105,200200,"EDDY PACKING CO., INC.",2016
293849,CAMP BALCONES SPRINGS,8881039,TURKEY DRUMS SMOKED 16-20 OZ,1,30 LB,CARLS,31,N,52.5,52.5,3,157.5,200200,"EDDY PACKING CO., INC.",2016
219,RANDOLPH AFB ENLISTED AND OFFICERS CLUB,8883027,TURKEY BRST/THI RST NTD RAW,2,8-10 LB,JENNIE-O,21,Y,3.04,63.84,3,191.52,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
233323,EVINS REGIONAL JUVENILE CENTER,8883027,TURKEY BRST/THI RST NTD RAW,2,8-10 LB,JENNIE-O,21,Y,3.04,63.84,6,383.04,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
237922,INN AT LOS PATIOS,8883027,TURKEY BRST/THI RST NTD RAW,2,8-10 LB,JENNIE-O,21,Y,3.04,63.84,2,127.68,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
292389,AUSTIN STATE SUPPORTED LIVING CENTER,8883027,TURKEY BRST/THI RST NTD RAW,2,8-10 LB,JENNIE-O,21,Y,3.04,63.84,13,829.92,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
321435,HARRIS SMOKEHOUSE-CHAMBERS FOODS,8883027,TURKEY BRST/THI RST NTD RAW,2,8-10 LB,JENNIE-O,21,Y,3.04,63.84,1,63.84,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
614629,AHTNA SUPPORT & TRAINING SERVICES,8883027,TURKEY BRST/THI RST NTD RAW,2,8-10 LB,JENNIE-O,21,Y,3.04,63.84,6,383.04,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
617091,OUTLAW FOOD TRUCK-MIDLAND-ACH#2393,8883027,TURKEY BRST/THI RST NTD RAW,2,8-10 LB,JENNIE-O,21,Y,3.04,63.84,2,127.68,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
634662,RIBCAGE SMOKEHOUSE,8883027,TURKEY BRST/THI RST NTD RAW,2,8-10 LB,JENNIE-O,21,Y,3.04,63.84,2,127.68,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
155,RUSSO'S NEW YORK PIZZERIA,8883088,TURKEY SLICED,6,2 LB,HORMEL,12,N,61.36,61.36,3,184.08,102407,HORMEL FOODS,2016
337,HERMAN SONS YOUTH CAMPS,8883088,TURKEY SLICED,6,2 LB,HORMEL,12,N,61.36,61.36,3,184.08,102407,HORMEL FOODS,2016
947,CAROLINA CREEK CAMP,8883088,TURKEY SLICED,6,2 LB,HORMEL,12,N,61.36,61.36,8,490.88,102407,HORMEL FOODS,2016
103144,CAMP RIO VISTA,8883088,TURKEY SLICED,6,2 LB,HORMEL,12,N,61.36,61.36,3,184.08,102407,HORMEL FOODS,2016
458449,DARCI'S DELI-MARBLE FALLS,8883088,TURKEY SLICED,6,2 LB,HORMEL,12,N,61.36,61.36,6,368.16,102407,HORMEL FOODS,2016
476,STRIPES SSP PARTNERS,8883333,"DICED TURKEY BREAST 1/2""",2,5 LB,JENNIE-O,10.64,N,35.5,35.5,156,5538,197380,"JENNIE-O TURKEY STORE SALES, LLC",2016
711,KHAN'S GRILL ACCOUNTS,8886400,"DISP, TOWEL MECH NO TCH BLK",1,1 CT,TANDEM+,6,N,0.01,0.01,6,0.06,214650,CASCADE TISSUE,2016
937,TACO VILLA ACCOUNTS,8886400,"DISP, TOWEL MECH NO TCH BLK",1,1 CT,TANDEM+,6,N,0.01,0.01,2,0.02,214650,CASCADE TISSUE,2016
947,CAROLINA CREEK CAMP,8886400,"DISP, TOWEL MECH NO TCH BLK",1,1 CT,TANDEM+,6,N,0.01,0.01,8,0.08,214650,CASCADE TISSUE,2016
108804,GOLDEN STAR CAFE,8886400,"DISP, TOWEL MECH NO TCH BLK",1,1 CT,TANDEM+,6,N,0.01,0.01,5,0.05,214650,CASCADE TISSUE,2016
617121,PRIME TIME EXON-ACH#2726,8886400,"DISP, TOWEL MECH NO TCH BLK",1,1 CT,TANDEM+,6,N,0.01,0.01,2,0.02,214650,CASCADE TISSUE,2016
103160,CAMP STEWART,8886673,TURKEY COMBO HAM/SAL/BOL CN,12,1 LB,FOSTER FRM,12,N,32.4,32.4,1,32.4,183780,FOSTER FARMS,2016
569437,ZAPATA COUNTY WOMENS JAIL,8886673,TURKEY COMBO HAM/SAL/BOL CN,12,1 LB,FOSTER FRM,12,N,32.4,32.4,1,32.4,183780,FOSTER FARMS,2016
902,GREEN VEGETARIAN CUISINE,8886800,"DISP, TOWEL MECH NO TCH WHT",1,1 CT,TANDEM C2,6,N,0.01,0.01,2,0.02,214650,CASCADE TISSUE,2016
614947,UNITED FACILITY SERVICES CORPORATION,8887434,PHILLY CHICKEN TRADITIONAL,40,4 OZ,ADVANCE,10.6,N,34.6,34.6,1,34.6,157250,ADVANCEPIERRE FOODS,2016
624292,RANDOLPH AFB-CC-BOWLING CENTER,8887434,PHILLY CHICKEN TRADITIONAL,40,4 OZ,ADVANCE,10.6,N,34.6,34.6,1,34.6,157250,ADVANCEPIERRE FOODS,2016
155,RUSSO'S NEW YORK PIZZERIA,8900018,"REG ROLL 3""X90' NO CRBN 2PLY",1,30 CT,ROYAL,15,N,28.67,28.67,3,86.01,104388,ROYAL PAPER PRODUCTS,2016
303,CHILOSO'S MEXICAN BISTRO,8900018,"REG ROLL 3""X90' NO CRBN 2PLY",1,30 CT,ROYAL,15,N,28.67,28.67,1,28.67,104388,ROYAL PAPER PRODUCTS,2016
701,FOOD FUSION INC.,8900018,"REG ROLL 3""X90' NO CRBN 2PLY",1,30 CT,ROYAL,15,N,28.67,28.67,3,86.01,104388,ROYAL PAPER PRODUCTS,2016
303,CHILOSO'S MEXICAN BISTRO,8900019,"REG ROLL THERM 2.25""X80'",1,48 CT,ROYAL,11,N,23.74,23.74,6,142.44,104388,ROYAL PAPER PRODUCTS,2016
711,KHAN'S GRILL ACCOUNTS,8900019,"REG ROLL THERM 2.25""X80'",1,48 CT,ROYAL,11,N,23.74,23.74,2,47.48,104388,ROYAL PAPER PRODUCTS,2016
559032,SKILLETS RESTAURANT #93-DEL RIO-ACH#1665,8900019,"REG ROLL THERM 2.25""X80'",1,48 CT,ROYAL,11,N,23.74,23.74,1,23.74,104388,ROYAL PAPER PRODUCTS,2016
628476,TUSCAN SLICE-WAXAHACHIE,8900021,"GUEST CHECK, NOCARB 2PT 13LN",50,100 CT,ROYAL,19.36,N,29.38,29.38,1,29.38,104388,ROYAL PAPER PRODUCTS,2016
866,DAIRY QUEEN-TEXAS,8900022,"GUEST CHECK, 1 PT 15 LN PINK",50,50 CT,ROYAL,14.7,N,19.93,19.93,2,39.86,104388,ROYAL PAPER PRODUCTS,2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,8900022,"GUEST CHECK, 1 PT 15 LN PINK",50,50 CT,ROYAL,14.7,N,19.93,19.93,2,39.86,104388,ROYAL PAPER PRODUCTS,2016
602,BABY ACAPULCO ACCOUNTS,8901101,"PIZZA CRUST 7"" PAR-BAKED",72,3.50 OZ,RICH'S,17.51,N,35.04,35.04,3,105.12,104264,RICH PRODUCTS CORPORATION,2016
701,FOOD FUSION INC.,8901101,"PIZZA CRUST 7"" PAR-BAKED",72,3.50 OZ,RICH'S,17.51,N,35.04,35.04,1,35.04,104264,RICH PRODUCTS CORPORATION,2016
845,BLIMPIE ACCOUNTS,8901101,"PIZZA CRUST 7"" PAR-BAKED",72,3.50 OZ,RICH'S,17.51,N,35.04,35.04,1,35.04,104264,RICH PRODUCTS CORPORATION,2016
293849,CAMP BALCONES SPRINGS,8901120,"PIZZA CRUST 12"" PAR-BAKED",20,10 OZ,RICH'S,14.03,N,29.05,29.05,11,319.55,104264,RICH PRODUCTS CORPORATION,2016
302872,CAMP CHAMPIONS TX-MARBLE FALLS,8901120,"PIZZA CRUST 12"" PAR-BAKED",20,10 OZ,RICH'S,14.03,N,29.05,29.05,20,581,104264,RICH PRODUCTS CORPORATION,2016
320358,BEXAR COUNTY MENTALLY IMPAIRED FACILITY,8901120,"PIZZA CRUST 12"" PAR-BAKED",20,10 OZ,RICH'S,14.03,N,29.05,29.05,2,58.1,104264,RICH PRODUCTS CORPORATION,2016
589969,HEALTHY LIVING OUTREACH PROGRAM,8901209,"PIZZA, CHEESE FILLED STIX WG",192,1.93 OZ,MAXSTIX,23.16,N,52.51,52.51,0,0,204130,CONAGRA FOODS GILARDI,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,8901235,PIZZA CHS 100% 4X6 WG,96,5 OZ,THE MAX,33.9,N,47.31,47.31,1,47.31,204130,CONAGRA FOODS GILARDI,2016
455,CHILDREN LEARNING ADVENTURE ACCOUNTS,8901238,PIZZA CHEESE 4X6 WG,96,5 OZ,THE MAX,33.8,N,40.25,40.25,10,402.5,204130,CONAGRA FOODS GILARDI,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,8901238,PIZZA CHEESE 4X6 WG,96,5 OZ,THE MAX,33.8,N,40.25,40.25,22,885.5,204130,CONAGRA FOODS GILARDI,2016
233323,EVINS REGIONAL JUVENILE CENTER,8901238,PIZZA CHEESE 4X6 WG,96,5 OZ,THE MAX,33.8,N,40.25,40.25,1,40.25,204130,CONAGRA FOODS GILARDI,2016
320358,BEXAR COUNTY MENTALLY IMPAIRED FACILITY,8901238,PIZZA CHEESE 4X6 WG,96,5 OZ,THE MAX,33.8,N,40.25,40.25,4,161,204130,CONAGRA FOODS GILARDI,2016
480649,HAYS COUNTY JUVENILE CENTER,8901265,PIZZA PEPP SMART 4X6 WG,96,4.48 OZ,TONYS,28.77,N,47.96,47.96,1,47.96,180280,SCHWAN'S FOOD SERVICE,2016
565288,ZAPATA COUNTY SHERIFF'S OFFICE,8901265,PIZZA PEPP SMART 4X6 WG,96,4.48 OZ,TONYS,28.77,N,47.96,47.96,4,191.84,180280,SCHWAN'S FOOD SERVICE,2016
569437,ZAPATA COUNTY WOMENS JAIL,8901265,PIZZA PEPP SMART 4X6 WG,96,4.48 OZ,TONYS,28.77,N,47.96,47.96,2,95.92,180280,SCHWAN'S FOOD SERVICE,2016
302872,CAMP CHAMPIONS TX-MARBLE FALLS,8901284,QUESADILLA CHICKEN WG,96,5 OZ,THE MAX,33.13,N,63.99,63.99,3,191.97,204130,CONAGRA FOODS GILARDI,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,8901284,QUESADILLA CHICKEN WG,96,5 OZ,THE MAX,33.13,N,63.99,63.99,4,255.96,204130,CONAGRA FOODS GILARDI,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,8901284,QUESADILLA CHICKEN WG,96,5 OZ,THE MAX,33.13,N,63.99,63.99,4,255.96,204130,CONAGRA FOODS GILARDI,2016
589896,BCFS HEALTH & HUMAN SRVC-RAYMONDVILLE,8901284,QUESADILLA CHICKEN WG,96,5 OZ,THE MAX,33.13,N,63.99,63.99,1,63.99,204130,CONAGRA FOODS GILARDI,2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,8901284,QUESADILLA CHICKEN WG,96,5 OZ,THE MAX,33.13,N,63.99,63.99,1,63.99,204130,CONAGRA FOODS GILARDI,2016
216,"HEAD START OF GREATER DALLAS, INC.",8901288,PIZZA QUESADILLA CHEESE WG,96,5 OZ,THE MAX,28.99,N,61.89,61.89,8,495.12,204130,CONAGRA FOODS GILARDI,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,8901288,PIZZA QUESADILLA CHEESE WG,96,5 OZ,THE MAX,28.99,N,61.89,61.89,4,247.56,204130,CONAGRA FOODS GILARDI,2016
589896,BCFS HEALTH & HUMAN SRVC-RAYMONDVILLE,8901288,PIZZA QUESADILLA CHEESE WG,96,5 OZ,THE MAX,28.99,N,61.89,61.89,1,61.89,204130,CONAGRA FOODS GILARDI,2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,8901288,PIZZA QUESADILLA CHEESE WG,96,5 OZ,THE MAX,28.99,N,61.89,61.89,1,61.89,204130,CONAGRA FOODS GILARDI,2016
734,XPLOR-NOBEL LEARNING COMMUNITIES INC.,8902051,PIZZA TKY PEPP 4X6 WG,96,4.56 OZ,THE MAX,27.36,N,43.29,43.29,1,43.29,204130,CONAGRA FOODS GILARDI,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,8902051,PIZZA TKY PEPP 4X6 WG,96,4.56 OZ,THE MAX,27.36,N,43.29,43.29,4,173.16,204130,CONAGRA FOODS GILARDI,2016
297909,TX SCHOOL FOR THE BLIND-AUSTIN,8902512,"PIZZA CHEESE 16"" SCRATCH RDY",1,9 CT,VILLA PR,26.43,N,50.56,50.56,2,101.12,180280,SCHWAN'S FOOD SERVICE,2016
525197,"LMBI, L.P.-EL COYOTE",8902512,"PIZZA CHEESE 16"" SCRATCH RDY",1,9 CT,VILLA PR,26.43,N,50.56,50.56,4,202.24,180280,SCHWAN'S FOOD SERVICE,2016
551864,TEXAS STATE AQUARIUM ASSOCIATION,8902512,"PIZZA CHEESE 16"" SCRATCH RDY",1,9 CT,VILLA PR,26.43,N,50.56,50.56,36,1820.16,180280,SCHWAN'S FOOD SERVICE,2016
623660,FORT SAM HOUSTON CC BOWLING CENTER,8902512,"PIZZA CHEESE 16"" SCRATCH RDY",1,9 CT,VILLA PR,26.43,N,50.56,50.56,12,606.72,180280,SCHWAN'S FOOD SERVICE,2016
408166,FIRST BAPTIST CHURCH-KINGSLAND,8902516,"PIZZA, CHEE SCRATCH READY 8""",1,48 CT,VILLA PRIM,16.15,N,41.18,41.18,5,205.9,180280,SCHWAN'S FOOD SERVICE,2016
241,SIRLOIN STOCKADES - HOLT ACCOUNTS,8907216,PIZZA CHEESE SMART 4X6 WG,96,4.5 OZ,TONYS,28.6,N,47.96,47.96,1,47.96,180280,SCHWAN'S FOOD SERVICE,2016
480649,HAYS COUNTY JUVENILE CENTER,8907216,PIZZA CHEESE SMART 4X6 WG,96,4.5 OZ,TONYS,28.6,N,47.96,47.96,1,47.96,180280,SCHWAN'S FOOD SERVICE,2016
614629,AHTNA SUPPORT & TRAINING SERVICES,8907216,PIZZA CHEESE SMART 4X6 WG,96,4.5 OZ,TONYS,28.6,N,47.96,47.96,12,575.52,180280,SCHWAN'S FOOD SERVICE,2016
571318,FIRST BAPTIST PRESCHOOL OF PORTLAND,8907322,PIZZA CHEESE REAL SLICE WG,96,4.67 OZ,THE MAX,33.63,N,44.94,44.94,2,89.88,204130,CONAGRA FOODS GILARDI,2016
337,HERMAN SONS YOUTH CAMPS,8907324,PIZZA CHEESE STUFF CRUST WG,72,5.75 OZ,THE MAX,21.82,N,44.21,44.21,8,353.68,204130,CONAGRA FOODS GILARDI,2016
103144,CAMP RIO VISTA,8907324,PIZZA CHEESE STUFF CRUST WG,72,5.75 OZ,THE MAX,21.82,N,44.21,44.21,7,309.47,204130,CONAGRA FOODS GILARDI,2016
337,HERMAN SONS YOUTH CAMPS,8907326,PIZZA PEPP RF STUFF CRUST WG,72,4.87 OZ,THE MAX,21.89,N,45.29,45.29,8,362.32,204130,CONAGRA FOODS GILARDI,2016
103144,CAMP RIO VISTA,8907326,PIZZA PEPP RF STUFF CRUST WG,72,4.87 OZ,THE MAX,21.89,N,45.29,45.29,7,317.03,204130,CONAGRA FOODS GILARDI,2016
103144,CAMP RIO VISTA,8907900,BRST FZ FAJ SLCD OLE,2,10LB,DSM CHIX,20,Y,2.25,45,3,135,203880,DIRECT SOURCE MEATS,2016
560804,BCFS HEALTH & HUMAN SERVICES-HOUSE A,8908015,BRKFST SQUARE BACON/EGG WG,128,2.95 OZ,TONYS,25.4,N,48.57,48.57,4,194.28,180280,SCHWAN'S FOOD SERVICE,2016
569852,BCFS HEALTH & HUMAN SERVICES-HARLINGEN,8908015,BRKFST SQUARE BACON/EGG WG,128,2.95 OZ,TONYS,25.4,N,48.57,48.57,14,679.98,180280,SCHWAN'S FOOD SERVICE,2016
589896,BCFS HEALTH & HUMAN SRVC-RAYMONDVILLE,8908015,BRKFST SQUARE BACON/EGG WG,128,2.95 OZ,TONYS,25.4,N,48.57,48.57,1,48.57,180280,SCHWAN'S FOOD SERVICE,2016
590487,BCFS HEALTH & HUMAN SERVICES-CHAVANEAUX,8908015,BRKFST SQUARE BACON/EGG WG,128,2.95 OZ,TONYS,25.4,N,48.57,48.57,2,97.14,180280,SCHWAN'S FOOD SERVICE,2016
302872,CAMP CHAMPIONS TX-MARBLE FALLS,8908048,"PIZZA PORK PEPP DEEP 5""",54,6.25 OZ,TONYS,21.09,N,47.84,47.84,3,143.52,180280,SCHWAN'S FOOD SERVICE,2016
340073,MARINE MILITARY ACADEMY,8908048,"PIZZA PORK PEPP DEEP 5""",54,6.25 OZ,TONYS,21.09,N,47.84,47.84,45,2152.8,180280,SCHWAN'S FOOD SERVICE,2016
601438,SULLY'S BOWLING LANES,8908048,"PIZZA PORK PEPP DEEP 5""",54,6.25 OZ,TONYS,21.09,N,47.84,47.84,2,95.68,180280,SCHWAN'S FOOD SERVICE,2016
297909,TX SCHOOL FOR THE BLIND-AUSTIN,8908071,"PIZZA CHEESE 5""",54,5.5 OZ,TONYS,20.22,N,47.84,47.84,1,47.84,180280,SCHWAN'S FOOD SERVICE,2016
302872,CAMP CHAMPIONS TX-MARBLE FALLS,8908071,"PIZZA CHEESE 5""",54,5.5 OZ,TONYS,20.22,N,47.84,47.84,3,143.52,180280,SCHWAN'S FOOD SERVICE,2016
320358,BEXAR COUNTY MENTALLY IMPAIRED FACILITY,8910051,CATFISH FILLET BREADED 4OZ,1,10 LB,AMERICAS,10,N,46.7,46.7,13,607.1,189340,AMERICA'S CATCH INC.,2016
535702,KUNTRY KORNER-PLEASANTON-ACH#1427,8910051,CATFISH FILLET BREADED 4OZ,1,10 LB,AMERICAS,10,N,46.7,46.7,4,186.8,189340,AMERICA'S CATCH INC.,2016
604011,MEL'S LONE STAR LANES,8910060,CATFISH FILLET BREADED 5OZ,1,10 LB,AMERICAS,10,N,45.2,45.2,3,135.6,189340,AMERICA'S CATCH INC.,2016
623660,FORT SAM HOUSTON CC BOWLING CENTER,8910060,CATFISH FILLET BREADED 5OZ,1,10 LB,AMERICAS,10,N,45.2,45.2,2,90.4,189340,AMERICA'S CATCH INC.,2016
476,STRIPES SSP PARTNERS,8910079,CATFISH FILLET BRD 3OZ AVE,1,10 LB,AMERICAS,10,N,46.7,46.7,450,21015,189340,AMERICA'S CATCH INC.,2016
118,K-BOB'S ACCOUNTS,8911000,"BACON, PIECES HEAT AND SERVE",4,2.5 LB,BONICI,10,N,50.3,50.3,65,3269.5,105333,"TYSON FOODS, INC.",2016
825,HYDE PARK ACCOUNTS,8911011,COD 5-8oz IQF NATL USA,1,10 LB,TRIDENT,10,N,49.5,49.5,12,594,122920,TRIDENT SEAFOODS CORPORATION,2016
306,HERSCHEL'S RESTAURANTS,8911018,"BACON, 18/22 BULK FRESH",1,30 LBS,WRIGHT,30,N,100.43,100.43,35,3515.05,105333,"TYSON FOODS, INC.",2016
552,ROYAL BLUE GROCERY,8911018,"BACON, 18/22 BULK FRESH",1,30 LBS,WRIGHT,30,N,100.43,100.43,2,200.86,105333,"TYSON FOODS, INC.",2016
914,HEB DEPARTMENT ACCOUNTS,8911018,"BACON, 18/22 BULK FRESH",1,30 LBS,WRIGHT,30,N,100.43,100.43,228,22898.04,105333,"TYSON FOODS, INC.",2016
103047,HEART OF THE HILLS CAMP,8911018,"BACON, 18/22 BULK FRESH",1,30 LBS,WRIGHT,30,N,100.43,100.43,2,200.86,105333,"TYSON FOODS, INC.",2016
116556,ORIGINAL DONUT SHOP,8911018,"BACON, 18/22 BULK FRESH",1,30 LBS,WRIGHT,30,N,100.43,100.43,15,1506.45,105333,"TYSON FOODS, INC.",2016
237922,INN AT LOS PATIOS,8911018,"BACON, 18/22 BULK FRESH",1,30 LBS,WRIGHT,30,N,100.43,100.43,5,502.15,105333,"TYSON FOODS, INC.",2016
476846,SONNY'S BARBACOA-CORPUS-S.PORT-$$$$$$,8911018,"BACON, 18/22 BULK FRESH",1,30 LBS,WRIGHT,30,N,100.43,100.43,3,301.29,105333,"TYSON FOODS, INC.",2016
103063,CAMP MYSTIC INCORPORATED,8911022,BACON HICKRY SLICED 6/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,4,195.44,105333,"TYSON FOODS, INC.",2016
140562,SNOOPY'S PIER,8911022,BACON HICKRY SLICED 6/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,6,293.16,105333,"TYSON FOODS, INC.",2016
213985,IRMA'S SWEET SHOPPE,8911022,BACON HICKRY SLICED 6/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,4,195.44,105333,"TYSON FOODS, INC.",2016
411418,VILLA QUILTED OF HARLINGEN ACH#296,8911022,BACON HICKRY SLICED 6/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,2,97.72,105333,"TYSON FOODS, INC.",2016
603988,SCHLITTERBAHN SOUTH PADRE BEACH RESORT,8911022,BACON HICKRY SLICED 6/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,1,48.86,105333,"TYSON FOODS, INC.",2016
184,BELLINO'S ACCOUNTS,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,1,48.86,105333,"TYSON FOODS, INC.",2016
228,SIRLOIN STOCKADE ACCOUNTS-T. FORD,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,1,48.86,105333,"TYSON FOODS, INC.",2016
248,THREADGILLS SERVICE STATION,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,41,2003.26,105333,"TYSON FOODS, INC.",2016
552,ROYAL BLUE GROCERY,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,1,48.86,105333,"TYSON FOODS, INC.",2016
602,BABY ACAPULCO ACCOUNTS,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,6,293.16,105333,"TYSON FOODS, INC.",2016
411485,PALOMA BLANCA MEXICAN CUISINE-S.A.,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,1,48.86,105333,"TYSON FOODS, INC.",2016
450928,J ROD'S DRIVE IN-SAN DIEGO,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,1,48.86,105333,"TYSON FOODS, INC.",2016
530166,SKILLET'S-TORK-EAGLE PASS,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,45,2198.7,105333,"TYSON FOODS, INC.",2016
559032,SKILLETS RESTAURANT #93-DEL RIO-ACH#1665,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,71,3469.06,105333,"TYSON FOODS, INC.",2016
570869,SUPER CREAM LLC-ACH#1801,8911023,BACON HICKRY SLICED 9/INCH,1,15 LB,WRIGHTS,16,N,48.86,48.86,5,244.3,105333,"TYSON FOODS, INC.",2016
866,DAIRY QUEEN-TEXAS,8911026,"BACON, 14/18 BULK FRESH",2,15 LB,WRIGHT,30,N,100.43,100.43,75,7532.25,105333,"TYSON FOODS, INC.",2016
525154,"LMBI, L.P.-INDIO FAITH",8911026,"BACON, 14/18 BULK FRESH",2,15 LB,WRIGHT,30,N,100.43,100.43,2,200.86,105333,"TYSON FOODS, INC.",2016
538116,TACO GARAGE-BROADWAY,8911026,"BACON, 14/18 BULK FRESH",2,15 LB,WRIGHT,30,N,100.43,100.43,11,1104.73,105333,"TYSON FOODS, INC.",2016
601004,ZEDS RESTAURANT,8911026,"BACON, 14/18 BULK FRESH",2,15 LB,WRIGHT,30,N,100.43,100.43,4,401.72,105333,"TYSON FOODS, INC.",2016
431,TEX-BEST/EL TIGRE-LA LOMITA INC.,8911030,"SAUS ON STICK PK/BF 9"" 3/1",1,10 LB,CARL'S,10,N,25,25,260,6500,200200,"EDDY PACKING CO., INC.",2016
586811,BIG'S 403-RITTIMAN,8911030,"SAUS ON STICK PK/BF 9"" 3/1",1,10 LB,CARL'S,10,N,25,25,5,125,200200,"EDDY PACKING CO., INC.",2016
595640,"NATURAL BRIDGE CAVERNS, INC.",8911030,"SAUS ON STICK PK/BF 9"" 3/1",1,10 LB,CARL'S,10,N,25,25,6,150,200200,"EDDY PACKING CO., INC.",2016
303,CHILOSO'S MEXICAN BISTRO,8911034,"BACON, 12/14 X-THK BULK FRSH",1,33 LB,WRIGHT,33,N,107.5,107.5,10,1075,105333,"TYSON FOODS, INC.",2016
337,HERMAN SONS YOUTH CAMPS,8911034,"BACON, 12/14 X-THK BULK FRSH",1,33 LB,WRIGHT,33,N,107.5,107.5,12,1290,105333,"TYSON FOODS, INC.",2016
866,DAIRY QUEEN-TEXAS,8911034,"BACON, 12/14 X-THK BULK FRSH",1,33 LB,WRIGHT,33,N,107.5,107.5,11,1182.5,105333,"TYSON FOODS, INC.",2016
914,HEB DEPARTMENT ACCOUNTS,8911034,"BACON, 12/14 X-THK BULK FRSH",1,33 LB,WRIGHT,33,N,107.5,107.5,73,7847.5,105333,"TYSON FOODS, INC.",2016
318973,PAWELEK'S MEATS-ROCKPORT,8911034,"BACON, 12/14 X-THK BULK FRSH",1,33 LB,WRIGHT,33,N,107.5,107.5,5,537.5,105333,"TYSON FOODS, INC.",2016
321435,HARRIS SMOKEHOUSE-CHAMBERS FOODS,8911034,"BACON, 12/14 X-THK BULK FRSH",1,33 LB,WRIGHT,33,N,107.5,107.5,26,2795,105333,"TYSON FOODS, INC.",2016
393770,HARRIS SMOKEHOUSE-TOMBALL,8911034,"BACON, 12/14 X-THK BULK FRSH",1,33 LB,WRIGHT,33,N,107.5,107.5,12,1290,105333,"TYSON FOODS, INC.",2016
535702,KUNTRY KORNER-PLEASANTON-ACH#1427,8911034,"BACON, 12/14 X-THK BULK FRSH",1,33 LB,WRIGHT,33,N,107.5,107.5,7,752.5,105333,"TYSON FOODS, INC.",2016
235,CELEBRITY CAFE & BAKERY,8911035,BACON BUFFET HCK SM 6/IN,1,30 LB,WRIGHT,31.48,N,83.26,83.26,12,999.12,105333,"TYSON FOODS, INC.",2016
241,SIRLOIN STOCKADES - HOLT ACCOUNTS,8911035,BACON BUFFET HCK SM 6/IN,1,30 LB,WRIGHT,31.48,N,83.26,83.26,1,83.26,105333,"TYSON FOODS, INC.",2016
