accountNumber,accountName,itemNumber,itemDescription,itemPack,itemSize,itemLabel,itemWeight,RandomWeight,itemCost,itemCaseCost,caseQuantity,totalSales,vendorGroupNumber,vendorGroupName,Food Show Year
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7145576,"SOUFFLE CUP, 2OZ PLASTIC BLK",2500,1 CT,SOLO,13,N,42.28,,3,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7211147,"LID, 12-22 OZ ID FOR PAPER",2000,1 CT,SOLO,11.5,N,39.15,,3,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7251275,"CUP, 16 OZ TRANSLUCENT",1,1000 CT,DART,26.4,N,55.24,,4,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7295514,"PLATE, BLK 6"" LAMINATED",1,1000 CT,PACTIV,6.54,N,48.21,,1,0,103446,PACTIV CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7299662,"CUP, 20 OZ FOAM",500,1 CT,DART,8.7,N,22.47,,11,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7304058,"CUP, 16 OZ TALL FOAM",1000,1 CT,DART,14.2,N,36.85,,1,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7308000,"LID, 16 SERIES STRAW SLOT TR",1000,1 CT,DART,6.7,N,15.58,,3,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7332026,"CONT, 1COMP WHITE 9.5X9X3",200,1 CT,DART,9.1,N,17.03,,1,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7390214,"SOUFFLE CUP, 4OZ TRANSLUCENT",2500,1 CT,SOLO,18,N,47.03,,1,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7436025,"DOILIES, ROUND LACE 5""",1,1000 CT,ROYAL,1.6,N,8.02,,1,0,104388,ROYAL PAPER PRODUCTS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7654807,"CONT, 1COMP WHITE FOAM 9X9X3",200,1 CT,DART,8.43,N,15.08,,12,0,112771,DART CONTAINER CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7681542,"BAG,POLY WH THANK YOU PRINT",1000,"11X6X22""",ROYAL,11,N,20.01,,4,0,104388,ROYAL PAPER PRODUCTS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7714109,"BAG, ICE 10 LB 1.35 ML",1000,"12"" X 21""",A E P,24,N,49.92,,1,0,214710,AEP INDUSTRIES INC,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7714511,"BAG, QUART SIZE DOUBLE TRACK",500,CT,FOODHANDLR,4.95,N,18.15,,1,0,188820,FOODHANDLER #774348,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7714515,"BAG, GALLON SIZE DBL TRACK",250,CT CT,FOODHANDLR,4.9,N,19.26,,1,0,188820,FOODHANDLER #774348,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7714520,"BAG, FRZ STORAGE FLIP",250,"18"" X 24""",FOODHANDLR,4.8,N,25.25,,1,0,188820,FOODHANDLER #774348,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7770004,"FORK, MW PS BLK REFILL",24,40 CT,SMARTSTOCK,8.39,N,29.4,,8,0,179920,DIXIE CONSUMER PRODUCTS LLC,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7770005,"KNIFE, MW PS BLK REFILL",24,40 CT,SMARTSTOCK,8.6,N,29.4,,4,0,179920,DIXIE CONSUMER PRODUCTS LLC,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7770006,"SPOON, MW PS BLK REFILL",24,40 CT,SMARTSTOCK,7.9,N,29.4,,3,0,179920,DIXIE CONSUMER PRODUCTS LLC,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7836059,"SKEWERS, BAMBOO 6""",16,100 CT,ROLAND,2.33,N,5.74,,3,0,105481,AMERICAN ROLAND FOOD CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7856982,"RICE, JASMINE",1,20 LB,ROLAND,21,N,18.2,,1,0,105481,AMERICAN ROLAND FOOD CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7876022,GUEST CK BOARD 1PT GRN 16LNE,50,50 PAGES,ROYAL,5,N,23.73,,1,0,104388,ROYAL PAPER PRODUCTS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,7975329,SESAME OIL,1,3.5 PT,ROLAND,4.6,N,15.21,,1,0,105481,AMERICAN ROLAND FOOD CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8034159,HIGH YIELD CANOLA SPRAY,6,17 OZ,PAM,9,N,22.97,,8,0,102466,CONAGRA FOODS / HUNT WESSON,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8141116,"YOGURT, STR-BAN,STR,PEACH LT",48,4 OZ,DANNON,13.3,N,16.63,,1,0,113131,"THE DANNON CO., INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8164675,"SPREAD,FRSH BTRY BLND",912,5 GRM,LANDOLAKE,10,N,18.2,,1,0,102849,"LAND O' LAKES, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8165052,"EGGS, GRADE A LARGE LOOSE",15,1 DOZ,CAL MAINE,26,N,9.75,,48,0,107212,"CAL-MAINE FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8171169,"YOGURT, NATURAL VANILLA",6,32 OZ,DANNON,12.8,N,13.67,,2,0,113131,"THE DANNON CO., INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8185506,"MILK, EVAPORATED",6,10,CARNATION,45.2,N,59.34,,1,0,100994,NESTLE BRANDS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205005,"CREAMER, HALF AND HALF",400,3/8 OZ,BORDEN,11.4,N,18.96,,2,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205010,"CREAM, WHIPPING HVY STERILE",12,1 QT,BORDEN,27.5,N,57,,6,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205035,"MILK, HOMOGENIZED",4,1 GL,BORDEN,39.2,N,15.52,,12,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205045,"BUTTERMILK, BAKING 1%",9,HG,BORDEN,41.5,N,17.37,,7,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205046,"BUTTERMILK, BAKING 1%",1,HG,BORDEN,4.61,N,1.93,,4,0,190390,LABATT REPLENISHMENT,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205050,"MILK, 1% HOMOGENIZED",50,HP,BORDEN,31,N,11.5,,2,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205056,"MILK, CHOCOLATE FAT FREE",50,HP,BORDEN,31,N,12.5,,1,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205080,"MILK, HOMOGENIZED PINTS",12,1 PT,BORDEN,14.2,N,9.48,,5,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8205090,"MILK, CHOCOLATE PINTS",12,1 PT,BORDEN,14.2,N,10.44,,4,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8241275,"TEA, ICED FILTER PACK",24,3 OZ,TENDER LF,6.5,N,30.75,,3,0,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8245696,"COFFEE, TRD RST URN",12,2 LB,FOLGERS,24,N,146.68,,3,0,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8261232,COFFEEMATE REG.LIQUID PC,360,.38 OZ,NESTLE,10.01,N,16.83,,5,0,100994,NESTLE BRANDS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8261240,COFFEEMATE FR VANILLA LIQ PC,180,.38 OZ,NESTLE,5.6,N,10.9,,6,0,100994,NESTLE BRANDS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8261281,"COFFEE MATE,HAZELNUT LIQ PC",180,.38 OZ,NESTLE,5.6,N,10.58,,5,0,100994,NESTLE BRANDS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8271010,CREAMER HALF&HALF SHELF STBL,360,3/8 OZ,DAIRYFRESH,9.99,N,19.54,,4,0,225680,BORDEN MILK PRODUCTS LP (SAN ANTONIO),2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8428338,"SANITIZER, QUAT OASIS 146",1,2.5 GL,ECOLAB,22,N,133.39,,1,0,101729,"ECOLAB, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8512501,"SUGAR, GRANULATED EFG",1,50 LB.,IMPERIAL,51.72,N,23.36,,2,0,215740,"IMPERIAL DISTRIBUTING, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8521502,"SUGAR, POWDERED 6X",1,25 LB.,PACKER,25.89,N,18.08,,2,0,215740,"IMPERIAL DISTRIBUTING, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8524100,"BROOM LOBBY SYNTH ANGLE 55""",1,1 CT,ACS,1.58,N,4.84,,4,0,252250,ACS INDUSTRIES,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8569519,SWEETENER INDIVIDUAL PACKET,1,2000 CT,SWT-N-LOW,5.76,N,16.35,,1,0,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8582348,SUGAR IN THE RAW,1,1200 CT,SUGAR,13.7,N,23.19,,2,0,147680,J.M. SMUCKER COMPANY COFFEE & TEA,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8617851,ONION KAISER,48,2.5 OZ,ROTELLA'S,10,N,21.58,,40,0,190030,"ROTELLA BAKERIES, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8641581,SHRED MOZZARELLA L/M PRTSKM,4,5 LB,SCHREIBER,21.5,N,41.59,,2,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8644539,"SHRED, CHEDDAR/JACK FANCY",4,5 LB,SCHREIBER,21.5,N,40.44,,4,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8645012,SHRED CHED/JACK 50/50 FTHR,4,5 LB,SCHREIBER,21.5,N,40.99,,6,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8645708,SLICED PROVOLONE .5OZ,12,1 LB,SCHREIBER,13,N,31.35,,1,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8646036,BLUE CHEESE CRUMBLES,1,5 LB,MOSAIC,20,N,21.49,,1,0,190390,LABATT REPLENISHMENT,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8646105,CHEDDAR/MONTEREY JACK SHRED,4,5 LB,CHESWICK,21.5,N,40.84,,2,0,187750,PACIFIC CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8647605,SHRED MOZZ FEATHERED LMPS,4,5 LB,STELLA,22,N,39.11,,39,0,225250,SAPUTO CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8651150,BOURSIN GARLIC & HERB,12,5.2 OZ,SCHREIBER,4.75,N,34.18,,2,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8651375,"PARMESAN, PC 4 GM",200,4 GM,DIAMOND C,2.54,N,10.52,,3,0,101559,DIAMOND CRYSTAL,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8652161,"HAVARTI, PLAIN",1,9LB,ATALANTA,10,Y,3.43,,1,0,106062,ATALANTA CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8652166,"SHRED, ASIAGO",4,3#,MAGGIORI,13,N,42.2,,2,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8652316,SHRED CHEESE 4 CHEESE,4,5 LB,STELLA,21.5,N,58.23,,1,0,225250,SAPUTO CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8652322,"SHRED, 5 CHEESE BLEND",6,5 LB,STELLA,31.32,N,63.17,,2,0,225250,SAPUTO CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8652373,SLICED PROCESSED PEP/JACK,12,1 LB,LA FERIA,12.9,N,30.68,,4,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8652408,QUESO FRESCO,4,5 LB,SUPREMO,20,Y,3.76,,1,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8655082,PARMESAN SHREDDED,1,5 LB,BELGIOIOSO,5.36,N,19.65,,1,0,190390,LABATT REPLENISHMENT,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8655100,MOZZARELLA SLICED LOG THIN,8,1 LB,BELGIOIOSO,8,N,29.68,,1,0,262950,"BELGIOIOSO CHEESE, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8665457,"SLICED, AMERICAN PROC 120CT",6,5 LB,LANDOLAKE,30,N,51.43,,4,0,102849,"LAND O' LAKES, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8666034,SLICED MONTEREY JACK INTERL,8,1.5 LB,LANDOLAKE,12,N,30.3,,2,0,102849,"LAND O' LAKES, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8666067,"SLICED, SWISS CHEESE 1OZ.",8,1.5 LB,SCHREIBER,13,N,43.73,,2,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8681112,"PEPPERS, CRUSHED RED 1GM",500,1 GM,N'JOY,1.97,N,17.05,,2,0,104922,SUGAR FOODS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8681161,"PARMESAN CHEESE, 3.5 GM",200,3 GM,N'JOY,2.07,N,19.64,,4,0,104922,SUGAR FOODS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8684500,"FUEL, BUTANE 8 OZ",12,8 OZ,STERNO CL,10,N,15.6,,1,0,261050,"CANDLE LAMP COMPANY, LLC",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8701566,"CREAM CHEESE, PHILADELPHIA",1,3 LB,KRAFT,3,N,6.88,,1,0,190390,LABATT REPLENISHMENT,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8701724,CREAM CHEESE SPREAD PC,100,1 OZ,RASKAS,7.5,N,16.49,,3,0,168040,SCHREIBER CHEESE,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8701732,CREAM CHEESE,1,3 LB,RASKAS,0.32,N,5.52,,7,0,190390,LABATT REPLENISHMENT,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8719630,LOAF EXTRA MELT AMERICAN WH,6,5 LB,LANDOLAKE,30,N,67.73,,16,0,102849,"LAND O' LAKES, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8727026,"STRUDEL STICKS, APPLE",96,2.75 OZ,PILLSBURY,18,N,40.94,,1,0,102075,"GENERAL MILLS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8778318,"SALAD, TUNA",2,5 LB,RESER'S,10,N,34.1,,1,0,167610,RESER'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8778437,"FRANK, ALL BEEF 6/1 6""",1,10 LB,BALL PARK,11,N,33.9,,2,0,118494,HILLSHIRE BRANDS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8778532,"SALAD, HAWAIIAN DELIGHT",2,6 LB,RESER'S,12,N,22.56,,1,0,167610,RESER'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8778862,"SALAD, CUCUMBER & ONION",2,8 LB,RESER'S,16,N,27.04,,1,0,167610,RESER'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8779098,"SALAD, CHICKEN GOURMET",2,5 LB,RESER'S,11.5,N,39.4,,1,0,167610,RESER'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8779901,"POTATO, DICED RED",2,10 LB,RESER'S,22,N,18.1,,2,0,167610,RESER'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8801300,PANGASIUS SWAI 3-5OZ FILLET,1,15 LB,PACKER,15,N,27.75,,9,0,269640,GREAT AMERICAN SEAFOOD IMPORT CO.,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8808669,OYSTER LIVE 80-100CT GULF,1,100 CT,FRESH SFD,12,N,38.5,,2,0,226080,AUSTIN SEAFOOD PRODUCTS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8828580,CRAB JUMBO LUMP MEAT FRESH,4,1 LB,FRESH SFD,4,N,87,,3,0,226080,AUSTIN SEAFOOD PRODUCTS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8840233,SURIMI SEA LEG FLAKE/CHUNKS,4,2.5 LB,TRIDENT,10,N,22.8,,1,0,122920,TRIDENT SEAFOODS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8841395,SHRIMP 90-110 PDT-OFF RAW WH,5,2 LB,AQUA STAR,10,N,42,,7,0,248040,AQUA STAR USA CORP.,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8841876,SHRIMP 16-20 GRN HDL BRN GUL,1,5 LB,TX SUPREME,5,N,39.75,,12,0,190390,LABATT REPLENISHMENT,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8842064,SHRIMP 21-25 GRN HDL WHT GUL,10,5 LB,PACKER,50,N,340,,3,0,247340,WORLDWIDE SHRIMP COMPANY,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8844599,CRAB CLAW MEAT PASTEURIZED,1,1 LB,BOSS,1,N,9.55,,8,0,190390,LABATT REPLENISHMENT,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8868608,CHICK THIGHS IQF 7.1 OZ,1,96 CT,TYSON,45.97,N,36.98,,4,0,105333,"TYSON FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8868911,"WING,UNBR,1&2 JT,LARGE,RAW",6,5 LBS,TYSON,33.07,N,83.1,,2,0,105333,"TYSON FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8887742,TRKY BREAST S/L BROWNED,2,9 LB,PERDUE,19,Y,3.85,,2,0,195390,PERDUE FARMS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8900018,"REG ROLL 3""X90' NO CRBN 2PLY",1,30 CT,ROYAL,15,N,28.67,,3,0,104388,ROYAL PAPER PRODUCTS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8911415,"BACON, 14/18 FLAT LAYER PACK",1,15 LB,WRIGHT,15.67,N,52.2,,12,0,105333,"TYSON FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8913615,"BACON, APPLEWOOD 10/14,BULK",1,15 LB,WRIGHT,16.4,N,56.67,,21,0,105333,"TYSON FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8922247,"HAM, BLK OAK PIT EASY CARVE",2,12-16 LB,HILLSHIRE,32,Y,2.45,,2,0,105333,"TYSON FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8922325,"PROSCIUTTO, HAM DELI READY",2,6 LB,SAN DANIEL,19,Y,8.2,,1,0,106062,ATALANTA CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8927121,"SAUSAGE PATTY,RAW,1.5 OZ",1,12 LB.,JIMMY DEAN,12,N,27.24,,6,0,118494,HILLSHIRE BRANDS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8930132,PEPPERONI SLICED 14/OZ,1,10 LB,BONICI,10.8,N,30.9,,16,0,105333,"TYSON FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8930136,SAUSAGE ITALIAN STYLE CRUMBL,2,5 LB,BONICI,10.74,N,24.1,,5,0,105333,"TYSON FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8960052,STRATOS SEAS 2/1 80/20 OVAL,30,8 OZ,ROCHESTER,15,N,35.1,,21,0,222560,ROCHESTER MEAT COMPANY,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8960053,STRATOS SEAS BF 3/1 80/20,45,5.33OZ,ROCHESTER,15,N,35.1,,30,0,222560,ROCHESTER MEAT COMPANY,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8968099,"MINI TURKEY CORN DOG, LF WG",240,.7 OZ,STATE FAIR,12.44,N,33.86,,1,0,118494,HILLSHIRE BRANDS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8971585,"TORTILLA FLOUR PRESS 6""",12,24 CT,RUDYS,20.5,N,17.22,,4,0,196260,RUDY'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8971586,"TORTILLA FLOUR PRESS 6""",1,24 CT,RUDYS,1.7,N,1.44,,8,0,190390,LABATT REPLENISHMENT,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8972144,"TORTILLA FLOUR PRESS 10""",6,24 CT,RUDYS,23.5,N,17.33,,5,0,196260,RUDY'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8972283,"TORTILLA WRAP, TOMATO 12""",12,12 CT,MEX ORIG,33,N,37.56,,1,0,105333,"TYSON FOODS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8973032,"TORTILLA WRAP SPINACH 12""",8,12 CT,RUDYS,21,N,18.24,,1,0,196260,RUDY'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8974011,CHIP 4PART TRICOLOR RAW WG,1,30 LB,RUDY'S,31,N,23.59,,12,0,196260,RUDY'S,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,8976500,DESSERT CHEESCAKE DULCE LECH,24,2 OZ,EL MONTERE,3.47,N,12.53,,3,0,243400,"RUIZ FOOD PRODUCTS, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9000003,"Smoothie, MANGO",6,46 OZ,MAUI,27.5,N,36.91,,24,0,197630,LYONS MAGNUS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9000009,MARGARITA,6,46 OZ,MAUI,21.43,N,35.85,,17,0,197630,LYONS MAGNUS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9005075,JUICE ORANGE 100% PR SQ PLAS,4,128 OZ,TROPICANA,37.5,N,36.86,,2,0,104108,"QUAKER SALES & DISTRIBUTION, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9016336,JALAPENO & ONION STRIPS,6,2 LB,TANTALIZER,13.5,N,31.57,,8,0,126926,"LAMB WESTON SALES, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9017200,"POTATOES, CRISPY CUBES",6,6 LB,SEASONED,38.5,N,41.75,,17,0,126926,"LAMB WESTON SALES, INC.",2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9130001,"BAGELS, TRADITIONAL SLICED",72,3 OZ,LENDER'S,15.5,N,16.1,,2,0,183130,PINNACLE FOODS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9181120,BAGEL SOFT SLICED 2.5 OZ,12,5 CT,LENDER'S,11.25,N,15.6,,6,0,183130,PINNACLE FOODS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9185003,FUNNEL FRIES,1,600 CT,J&J SNACKS,8,N,40.75,,2,0,113832,J & J SNACK FOODS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9185697,"BROWNIE, SALT CARM W/ PRETZ",4,36 CT,BISTRO,14.5,N,55.91,,8,0,118494,HILLSHIRE BRANDS,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9186328,"CAKE, FUNNEL KING SIZE",48,8.5 OZ,J&J,23.5,N,61.55,,1,0,113832,J & J SNACK FOODS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9188990,"SUPER PRETZEL BUN, GOURMET",80,4 OZ,J&J,22,N,52.7,,2,0,113832,J & J SNACK FOODS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9195124,"DONUT, CAKE HOLES",440,.40 EA,RICH'S,12.31,N,25.62,,4,0,104264,RICH PRODUCTS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9200000,TWIST DONUT,48,78 GM,RICH'S,9.88,N,25.66,,5,0,104264,RICH PRODUCTS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9201047,"ECLAIRS,CHOCOLATE/BAVAR CRME",48,2 OZ,RICH'S,8.12,N,30.71,,4,0,104264,RICH PRODUCTS CORPORATION,2017
649066,SCHLITTERBAHN SPI-BEACH RESORT-ACH#2765,9230039,"BUN,HAMBURGER 5""",4,10 CT,ROTELLA'S,10,N,21.42,,3,0,190030,"ROTELLA BAKERIES, INC.",2017
